id,created_ts,updated_ts,time_zone,app_first_open_ts,gender,min_range_glucose,max_range_glucose,unit_glucose
66888a5bbe2c5cce2e2b8880436a23b655b7e64f,2019-11-19 13:41:45.684,2019-11-19 13:44:00.419,Local Time Zone (America/Argentina/Buenos_Aires (GMT-03:00) offset -10800),2019-11-19 13:44:00.290,,70,130,mg/dL
776895aff922d76b7c0628c9d56cb38270c6cf84,2019-10-01 13:12:41.831,2019-10-04 21:22:53.965,Local Time Zone (America/Chicago (CDT) offset -18000 (Daylight)),2019-10-04 21:22:52.530,,70,130,
ad88c0678325c1a572d60c4f5bcf61562bd624a1,2019-10-25 14:21:06.669,2019-10-25 14:21:16.456,America/New_York,2019-10-25 14:21:09.151,,70,130,
2ec96631b2076d0c5a32915c76235a4fa2df4901,2019-11-03 04:33:03.387,2019-11-03 05:45:59.646,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-03 05:28:48.381,,,,
cf0dcbce65cda868b12d2340319e36451c9f5a95,2019-12-18 03:10:04.660,2019-12-18 03:12:34.212,Local Time Zone (America/Santo_Domingo (AST) offset -14400),2019-12-18 03:31:09.788,,70,130,mg/dL
ffd874e639e5d90767ee2ecd9643fb8ab99d9ded,2019-10-19 15:37:35.503,2019-10-19 22:16:05.763,Europe/London (autoupdatingCurrent),2019-10-19 19:33:17.924,,70,130,
5c76a6645457312c9459a5c9eec749a3dcbde7b9,2019-11-10 12:42:03.425,2019-12-05 21:09:02.674,Local Time Zone (America/Santo_Domingo (GMT-04:00) offset -14400),2019-11-10 12:42:46.167,,70,130,mg/dL
0db3d1d167c4e0b75e3776a2e38d6516978f592b,2019-12-01 10:20:52.004,2019-12-01 10:22:06.958,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-12-01 10:24:36.296,,,,
a3e3c5cdaeae4818ef8e3c49a7e884712d5a3625,2019-12-01 10:29:51.709,2019-12-01 10:32:04.847,Asia/Tehran (autoupdatingCurrent),2019-12-01 10:29:59.211,,70,130,
6eeabc2c7b21548d88f7f56c2b5609b89f317a6c,2019-11-17 19:07:53.165,2019-11-17 19:08:37.814,Local Time Zone (Asia/Beirut (GMT+02:00) offset 7200),2019-11-17 19:08:24.291,,70,130,mg/dL
90a093539e1146b0df198c5a1708d84a2f405043,2019-11-09 16:41:45.943,2019-11-09 22:57:33.826,America/Mexico_City (autoupdatingCurrent),2019-11-09 22:57:33.601,,70,130,
4e894ff1a024d6900ea6497c66d83b3534669ddf,2019-11-03 15:23:17.685,2019-11-26 15:11:57.940,Local Time Zone (Asia/Kolkata (IST) offset 19800),2019-11-03 15:24:11.897,,70,130,mg/dL
0fb0389c3fcb7bb4e839355d97f0981724f86569,2019-11-07 16:24:24.036,2019-11-07 16:24:53.784,Local Time Zone (America/Jamaica (EST) offset -18000),2019-11-07 16:38:41.406,,70,130,mg/dL
11c831ebf60726c811875481f78a824c84c86b7c,2019-11-03 04:29:53.712,2019-11-03 04:33:05.818,Local Time Zone (America/Mexico_City (GMT-06:00) offset -21600),2019-11-03 04:33:02.314,,70,130,mg/dL
c3aef22297f7c21f8bcd370b946124f0cdbc6c53,2019-11-01 13:59:34.129,2019-11-03 23:16:20.782,America/Chicago (autoupdatingCurrent),2019-11-01 18:11:23.325,,70,130,
77747c189646ea9e8a61fbd92d8ba2e5ae4d7d95,2019-11-09 15:50:33.396,2019-11-30 18:02:05.926,Local Time Zone (Africa/Maputo (GMT+02:00) offset 7200),2019-11-12 16:12:46.028,,,,
9e48af0bc749824d4aa22249157a365099547379,2019-11-23 15:02:10.106,2020-01-09 13:15:17.437,Asia/Dhaka (autoupdatingCurrent),2019-11-23 15:02:26.008,,70,130,
afeab310a37272b8be6be45d561801cd4fa73297,2019-10-22 11:07:01.357,2019-10-24 02:10:57.918,America/New_York (autoupdatingCurrent),2019-10-22 11:08:28.670,,70,130,
e06d5a7608a82a15806b6d51ae88069a27651444,2019-12-11 23:30:56.721,2020-08-02 20:22:03.205,Local Time Zone (America/Caracas (VET) offset -14400),2019-12-28 16:09:57.226,,,,
6c97aaac2a414ad4754eec433c0f445712f801e1,2019-10-29 23:05:29.030,2019-10-29 23:06:39.091,America/Chicago (autoupdatingCurrent),2019-10-29 23:06:38.986,,70,130,
0a02d19a710efa47110a37646784302c192e070e,2019-12-09 20:12:57.904,2019-12-10 20:51:57.755,Europe/Moscow (autoupdatingCurrent),2019-12-09 20:13:04.446,,70,130,
1632431f9e5d3a310190bb4b4980a440e4fc94bf,2019-11-25 18:31:23.513,2019-11-25 18:32:14.118,America/New_York (autoupdatingCurrent),2019-11-25 18:32:12.286,,70,130,
e82e137397f0eb0e4d123ab9a64edcdfe13932b9,2019-10-15 06:26:24.565,2019-10-17 04:59:45.200,America/Los_Angeles (autoupdatingCurrent),2019-10-15 06:34:05.414,,70,130,
91455937c5a98209a8aa4f65b7a987ac0896c20c,2019-10-17 20:57:02.312,2019-10-23 19:37:34.234,America/Chicago (autoupdatingCurrent),2019-10-17 20:57:18.925,,70,130,
5fec6f7de84d455eb999f69d343566ac11604320,2019-11-14 16:23:53.560,2019-11-14 16:26:05.756,Asia/Taipei (autoupdatingCurrent),2019-11-14 16:23:59.287,,70,130,
a7833d4638258169361f648221680937676aa567,2019-11-09 16:58:48.021,2019-12-07 19:11:13.356,Local Time Zone (America/Mexico_City (CST) offset -21600),2019-12-07 19:11:11.726,,,,
a4a145b84251498903f658f04a3d578bd397b0d4,2019-10-13 01:43:53.191,2019-10-13 01:44:20.201,America/Mazatlan (autoupdatingCurrent),2019-10-13 01:43:56.834,,70,130,
9dfa8eba5dc62623d37301e48cb8bc8bf54bee4d,2019-11-09 16:24:07.906,2019-11-09 16:25:34.661,Local Time Zone (Africa/Nairobi (GMT+03:00) offset 10800),2019-11-09 16:25:13.148,,,,
ef5d34936233a4a2747093c879c8c9d297d33b14,2019-10-15 15:16:43.628,2019-10-15 15:18:55.281,America/New_York (autoupdatingCurrent),2019-10-15 15:18:50.181,,70,130,
9f202c70876de44b1ef0461484c21f6225f289b0,2019-10-16 16:00:36.797,2019-10-16 16:03:23.279,America/Chicago (autoupdatingCurrent),2019-10-16 16:00:46.218,,70,130,
6ff6b00ab00b0ca7811fcaa44f2d912bc28463c7,2019-11-14 16:20:19.350,2019-11-14 16:24:34.340,Local Time Zone (Europe/Istanbul (GMT+03:00) offset 10800),2019-11-14 16:24:14.384,,70,130,mg/dL
dd800a53943a1113680f21ee2ffea6c0d3ef8a0c,2019-10-07 15:32:23.223,2019-10-07 15:33:05.424,Local Time Zone (America/New_York (EST) offset -18000),2019-10-07 15:32:50.198,,,,
af75aab71a2e8409c24eef9506a0e3f0d4a39a74,2019-11-19 13:34:40.308,2019-11-19 13:36:52.016,Local Time Zone (Africa/Casablanca (GMT+00:00) offset 0),2019-11-19 13:36:47.975,,70,130,mg/dL
345a2aa6e83e9d818393955e0ee06f4d1475fb7f,2019-11-05 16:30:11.333,2019-11-05 16:40:49.751,Local Time Zone (Europe/Dublin (GMT+00:00) offset 0),2019-11-05 16:34:48.490,,70,130,mmol/L
3ba67eb764010080d8590a9e8b2ab59d3a696cad,2019-10-09 15:19:54.111,2019-10-09 15:22:09.190,Local Time Zone (America/New_York (EST) offset -18000),2019-10-09 15:21:14.718,,70,130,mg/dL
77167e0bb3796b52bcbc8b2e0a9932bf1c320dcb,2019-11-05 17:54:09.987,2020-04-10 15:53:16.277,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-06 03:12:28.865,,,,
f1bee2a67bd7976a7158d4c9ed0b004eadfd7590,2019-11-03 04:33:09.508,2019-11-03 04:36:54.758,Local Time Zone (Asia/Manila (GMT+08:00) offset 28800),2019-11-03 04:36:53.744,,70,130,mg/dL
0a3deb685fbd3d31b1fc2b0a778ca4a1206043b7,2019-11-22 20:25:43.941,2019-11-22 20:28:20.579,Local Time Zone (America/Caracas (GMT-04:00) offset -14400),2019-11-22 20:28:20.512,,70,130,mg/dL
309d4db0f81b7b1cc084a30fab38d65699c08ed1,2019-11-08 13:20:06.799,2019-11-08 13:23:06.159,Local Time Zone (America/Santo_Domingo (GMT-04:00) offset -14400),2019-11-08 13:22:30.493,,70,130,mg/dL
122b7497c80e070e1fd21780d65f012e1fb65ffc,2019-11-03 04:33:10.634,2019-11-03 04:34:05.785,Asia/Yangon (autoupdatingCurrent),2019-11-03 04:34:05.364,,70,130,
e965815e96a98d18b9a25ec848e38332b54ad372,2019-10-07 15:33:03.598,2019-10-07 15:36:30.496,Local Time Zone (America/Los_Angeles (PST) offset -28800),2019-10-07 15:36:30.460,,,,
8689a2efb16d5f720cb62f0178dea04511f9f7b6,2019-11-02 04:35:59.127,2019-11-02 04:38:23.545,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-02 04:37:58.187,,,,
4c090cd218188410012157bb7f5fe137906b6806,2019-11-21 16:45:28.945,2020-01-11 03:03:11.500,Local Time Zone (Asia/Kolkata (IST) offset 19800),2019-11-21 16:46:33.441,,70,130,mg/dL
f2f93d7dc1e298e505d36a2d6f7175b7c6c566ef,2019-11-03 04:33:15.882,2019-11-06 12:52:53.731,Local Time Zone (Asia/Calcutta (IST) offset 19800),2019-11-06 12:51:55.313,,,,
510daacc4f8c27a23775fea702ae9821d3d1f221,2019-11-18 14:45:42.221,2019-11-18 14:49:41.103,Local Time Zone (Europe/London (GMT) offset 0),2019-11-18 14:49:41.156,,70,130,mmol/L
b81b4a79d09deaa5ad719703eb8b082dc571d3bf,2019-10-09 15:21:07.928,2019-10-09 15:22:12.069,Local Time Zone (America/New_York (EDT) offset -14400 (Daylight)),2019-10-09 15:21:14.987,,70,130,
fda866be69f8a6f5a9e47ef412315c5dfcddcf29,2019-10-08 02:44:02.566,2019-10-08 02:51:30.554,Local Time Zone (America/Chicago (CDT) offset -18000 (Daylight)),2019-10-08 02:44:14.432,,70,130,
d049dcea4e51f873a8ff2d80ea1aaacdefa610b3,2019-12-12 20:12:49.291,2020-04-12 19:52:04.963,America/New_York (autoupdatingCurrent),2019-12-12 20:12:52.030,,70,130,
a35949166f0693dac65212dea4552c12c82bb4c2,2019-10-03 12:49:59.287,2019-10-03 19:05:46.345,Local Time Zone (America/Chicago (CDT) offset -18000 (Daylight)),2019-10-03 12:51:22.267,,70,130,
edd89c50e5ebf212203b4b2484dc193eb789c2fc,2019-10-20 22:33:37.460,2019-10-20 22:35:59.939,Australia/Melbourne (autoupdatingCurrent),2019-10-20 22:35:55.359,,70,130,
cfe5dcb4ffb03f03a1181f21a74d3ad3c195be59,2019-11-03 04:33:07.970,2019-11-03 04:34:10.582,Local Time Zone (Asia/Dhaka (GMT+06:00) offset 21600),2019-11-03 04:33:52.632,,70,130,mg/dL
58dfdbdd838bfb76111cd13a33aee05299b90ab1,2019-11-02 04:36:01.824,2019-11-02 04:49:08.596,Local Time Zone (Asia/Calcutta (GMT+05:30) offset 19800),2019-11-02 04:47:47.437,,,,
42b2cdf5252ed04b72a468dcde9abfb6fe98490d,2019-11-04 06:15:29.428,2019-11-04 06:17:20.875,Local Time Zone (Africa/Brazzaville (GMT+01:00) offset 3600),2019-11-04 06:15:56.373,,70,130,mg/dL
ed4988e98f2f6ee640ceef5a01284a5abb6b099a,2019-10-06 18:01:31.537,2019-10-06 18:01:53.755,Local Time Zone (America/New_York (EST) offset -18000),2019-10-06 18:04:20.153,,,,
b25eef20ff572011f77f8e196bca39a5c612e072,2019-11-13 19:55:52.290,2019-11-13 19:58:24.262,Local Time Zone (Europe/Istanbul (GMT+03:00) offset 10800),2019-11-13 19:57:03.131,,70,130,mg/dL
bc14e7f87daabb1bd55ab7e25bac453395ef1b36,2019-11-02 04:35:55.643,2019-11-02 04:36:47.526,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-02 04:36:09.475,,70,130,mmol/L
b7c11cd912fb57826d670a56df39c544f69fa1bb,2019-10-03 19:01:37.879,2019-10-05 19:02:53.573,Local Time Zone (America/New_York (EDT) offset -14400 (Daylight)),2019-10-04 22:26:01.277,,70,130,
c5ee53b7ba8d0a8d5f2c0bcae6dcc998e5b1c5ec,2019-10-09 10:49:59.847,2019-10-09 10:50:13.485,Local Time Zone (America/New_York (EDT) offset -14400 (Daylight)),2019-10-09 10:50:03.200,,70,130,
4930d3e44d8ed4e318ca6979c45e4fea7c6dd457,2019-11-25 18:29:21.243,2019-11-25 18:31:26.762,Local Time Zone (Europe/Sofia (GMT+02:00) offset 7200),2019-11-25 18:29:50.237,,70,130,mg/dL
52926ea5a4cb87eb3c9e4de4d836e345455d0378,2019-11-03 05:50:11.033,2019-11-03 05:51:50.232,Local Time Zone (America/Guatemala (GMT-06:00) offset -21600),2019-11-03 05:50:46.625,,70,130,mg/dL
b51c25f56b5faf35014a1f2e873fbf3ead7e3496,2019-11-15 12:10:08.901,2019-12-05 12:38:38.259,Local Time Zone (Asia/Calcutta (GMT+05:30) offset 19800),2019-12-05 12:38:38.130,,,,
82c0074475ef1c0ad7491e6f16c07acfb6af5e9f,2019-12-05 03:10:35.180,2020-02-01 17:49:53.653,Local Time Zone (America/Caracas (GMT-04:00) offset -14400),2019-12-18 02:09:54.764,,,,
0d8250329f59a2b55b7d490958499d6cee499848,2019-11-04 21:15:46.049,2019-11-04 21:18:10.099,Local Time Zone (Asia/Calcutta (IST) offset 19800),2019-11-04 21:18:00.020,,70,130,mg/dL
97c12f9429440e35ca0b6f79a0fadaa2d87ba37c,2019-11-01 07:07:29.825,2019-11-01 07:13:46.863,Europe/Berlin (autoupdatingCurrent),2019-11-01 07:07:56.415,,70,130,
cbca37c5c94fdc5fa6a06f21b7727017d4e87971,2019-10-09 15:22:15.205,2019-10-09 15:23:01.344,America/New_York,2019-10-09 15:22:24.922,,70,130,
109f44b7924277d45df694ac4826ae3cf18ae424,2019-10-17 21:05:00.439,2019-10-17 21:05:23.193,Europe/London (autoupdatingCurrent),2019-10-17 21:05:22.743,,70,130,
d13f879e0b151ec6e31e5950bdd8f6cc83020064,2019-11-02 05:00:58.864,2019-11-03 04:34:31.146,Local Time Zone (Asia/Calcutta (GMT+05:30) offset 19800),2019-11-03 04:34:30.194,,70,130,mmol/L
611c5978dbc5b2f6a1aa223161dd9750f2cf1166,2019-11-06 14:12:46.641,2019-11-06 14:15:53.965,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-06 14:15:53.912,,70,130,mmol/L
dece40eb4e143f2cd51a1938d143b5487fcb6442,2019-11-06 05:32:12.383,2020-03-06 10:41:59.175,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2020-01-15 01:25:04.163,,70,130,mg/dL
68d8cc041101ad7a7b9bbecd87c527bdfd83374a,2019-12-01 08:49:03.518,2019-12-01 10:17:44.998,Local Time Zone (Europe/Istanbul (GMT+03:00) offset 10800),2019-12-01 10:17:44.963,,70,130,mg/dL
101a464ab13b7b7101275d1a1aff7a91df156cb1,2019-11-07 23:39:28.495,2019-11-13 19:58:26.481,Local Time Zone (America/Guatemala (GMT-06:00) offset -21600),2019-11-07 23:39:54.753,,70,130,mg/dL
205bd84d6fcd13e4a4884de3da58cdc1e4208dae,2019-10-01 13:15:39.976,2019-10-01 13:17:02.725,Local Time Zone (America/Indiana/Indianapolis (EDT) offset -14400 (Daylight)),2019-10-01 13:17:02.433,,70,130,
c1f9d977379d2e9ae2ddf9a24f05c41a3a819dc0,2019-10-03 18:42:15.428,2019-11-13 04:04:09.728,Local Time Zone (America/Chicago (CST) offset -21600),2019-10-03 18:52:47.018,,70,130,mg/dL
8be5b32c35033ee9ff0c8bc12f894cbe8dd5c98f,2019-10-04 00:10:52.198,2019-10-20 23:07:56.241,America/Chicago (autoupdatingCurrent),2019-10-20 23:07:56.164,,70,130,
aa1c7a9e2386de1c7b99e1b3b73c81af9546d26d,2019-10-23 01:03:13.068,2019-10-23 01:03:48.616,America/Phoenix (autoupdatingCurrent),2019-10-23 01:03:48.321,,70,130,
fa28f948a740320ad56b81a24744c8b81df119fa,2019-11-17 19:01:47.610,2019-11-17 19:08:14.044,Local Time Zone (America/Mexico_City (GMT-06:00) offset -21600),2019-11-17 19:05:47.793,,70,130,mg/dL
817047b9f7c92be23fc5096db4a1714410192d60,2019-12-01 15:07:07.310,2020-04-30 14:14:44.021,Local Time Zone (Asia/Dhaka (GMT+06:00) offset 21600),2020-04-30 14:14:41.898,,,,
c29f69081eca72a01b591dbaef02fb7295d65f21,2019-10-27 15:07:46.181,2019-10-28 13:06:04.843,Europe/Stockholm (autoupdatingCurrent),2019-10-27 15:08:16.460,,70,130,
d502ed3b469f59f9cda4df66b191cd7a459fb971,2019-10-13 23:02:34.823,2019-11-26 11:21:37.241,America/Sao_Paulo (autoupdatingCurrent),2019-10-13 23:02:42.140,,70,130,
c634b38411f7618286003f2ca7a8e89e6675a356,2019-10-02 12:49:21.295,2020-05-04 12:24:47.194,US/Central (autoupdatingCurrent),2019-10-09 13:08:02.768,,70,130,
202ab1894ba5133f3c498e073b19eb58a6b5130c,2019-10-02 17:46:01.205,2019-10-02 17:46:29.364,Local Time Zone (America/New_York (EDT) offset -14400 (Daylight)),2019-10-02 17:46:11.138,,70,130,
b25eba27f7cd8dd4ffffe2d03daf0c32515f3624,2019-11-04 21:15:28.238,2019-11-05 19:06:00.741,Local Time Zone (America/Jamaica (EST) offset -18000),2019-11-05 19:06:00.389,,70,130,mg/dL
faa3a992c1e918984e337240ee62f2b6f80d7c1a,2019-11-02 05:05:11.914,2019-11-02 05:07:19.260,Local Time Zone (Asia/Calcutta (GMT+05:30) offset 19800),2019-11-02 05:07:18.950,,70,130,mmol/L
a1929f890fe523071de1ab656a08a595c2333510,2019-11-17 19:47:34.731,2019-11-17 19:48:05.334,Local Time Zone (Europe/Sofia (GMT+02:00) offset 7200),2019-11-17 19:48:05.328,,,,
22c689b83c6cbc5e9f44c5811a98f702cb6b243a,2019-11-07 16:11:57.866,2019-11-08 04:06:42.195,America/Edmonton (autoupdatingCurrent),2019-11-08 04:06:41.528,,70,130,
0ffb18e8e9ff857d31d475578c573e800240821e,2019-10-25 00:06:55.636,2019-11-19 13:25:42.140,Local Time Zone (America/New_York (EST) offset -18000),2019-11-19 13:20:47.232,,70,130,mg/dL
93b8a8311d347e54f76d48ef8efc1af8fe5cd81d,2019-10-07 15:35:08.745,2019-10-07 15:36:47.705,Local Time Zone (Europe/Madrid (CEST) offset 7200 (Daylight)),2019-10-07 15:36:47.641,,70,130,
d1ea275abc9bcc9956f6d1cba8219dd63513c175,2019-11-02 02:19:31.482,2019-11-02 02:22:47.683,America/Edmonton,2019-11-02 02:19:34.620,,70,130,
bd3c791f301543659a7188b40a01eb08e3142a64,2019-11-01 07:08:25.091,2019-11-01 10:48:30.842,Asia/Tehran (autoupdatingCurrent),2019-11-01 10:48:30.768,,70,130,
b0cdf3945250e66628036fded8f2f17209da7487,2019-10-07 23:52:35.163,2019-10-08 00:09:08.616,Local Time Zone (America/New_York (EST) offset -18000),2019-10-08 00:08:57.534,,70,130,mg/dL
5e1ef7368c64a3810c9710f40e372f21f3cf13ba,2019-10-04 19:37:09.409,2019-10-04 19:37:51.074,Local Time Zone (Africa/Algiers (GMT+01:00) offset 3600),2019-10-04 19:38:56.635,,70,130,mg/dL
39a0dffc55686e5d0efc9ad57663dbb4814066c3,2019-11-10 09:16:52.248,2019-11-10 12:45:58.498,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-10 12:41:53.732,,70,130,mg/dL
ed5b3b899ccde0f2ca484cddec368ef30d7c4fcf,2019-12-18 03:12:30.728,2019-12-18 03:14:58.538,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-12-18 03:13:42.923,,70,130,mg/dL
02ff00a36cff1787cadf7841728d7cff12ca4a10,2019-11-01 07:11:04.405,2019-11-02 02:20:06.552,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-02 02:17:24.233,,70,130,mmol/L
7bd250e76f9b82512d7558132ede4f535d9d5dc7,2019-10-01 13:17:04.719,2019-10-01 13:17:35.963,America/New_York,2019-10-01 13:17:09.833,,70,130,
b14c14523bced4f17069a50dad96b20b10527e7c,2019-10-27 11:17:24.323,2019-10-27 11:25:18.120,Europe/Kiev (autoupdatingCurrent),2019-10-27 11:25:17.423,,70,130,
173c8bb102eb92c3f1beb728ef670d6da0443c96,2019-11-17 19:01:46.352,2019-11-17 19:08:15.387,Local Time Zone (Asia/Karachi (GMT+05:00) offset 18000),2019-11-17 19:02:23.056,,70,130,mmol/L
7cd2f5ec2678be70b2a028db8a50635f5f522a53,2019-10-15 03:56:40.764,2019-11-01 11:28:24.283,Asia/Kolkata (autoupdatingCurrent),2019-10-15 03:56:45.701,,70,130,
08daa335a3cc5c2fbebdef7758650c4c8b1b91c8,2019-10-02 17:45:27.341,2019-10-02 17:46:57.736,Local Time Zone (America/Chicago (CDT) offset -18000 (Daylight)),2019-10-02 17:46:56.742,,70,130,
5c12f273c5cbb97426ece7b1be0b8b2514cdadf4,2019-11-05 01:03:07.793,2019-11-05 01:08:38.369,Local Time Zone (Asia/Kolkata (IST) offset 19800),2019-11-05 01:05:14.520,,70,130,mg/dL
29d8ac3b0815707787f78d42a7cde4305e3ae554,2019-10-04 03:14:34.740,2019-10-05 00:44:39.202,Local Time Zone (America/Chicago (CDT) offset -18000 (Daylight)),2019-10-04 03:16:20.488,,70,130,
645547f66dbcec687feab691972850a5bc1837aa,2019-10-13 12:05:58.082,2019-10-13 12:09:01.058,America/Chicago (autoupdatingCurrent),2019-10-13 12:08:13.860,,70,130,
e06dcccf0cf7bf60a2d8d89bea1e9949f6589419,2019-11-05 17:11:34.389,2019-11-05 17:15:05.490,Local Time Zone (Asia/Karachi (GMT+05:00) offset 18000),2019-11-05 17:15:05.456,,70,130,mmol/L
4ba00493e3e8d84b70a6d68ffe5a6a21c851ab27,2019-10-30 07:12:01.475,2019-10-30 07:14:35.468,America/Chicago (autoupdatingCurrent),2019-10-30 07:12:40.246,,70,130,
de8b351319e54d688ec1b9a175fc68aabb432044,2019-11-15 17:53:20.487,2019-11-26 15:24:10.775,Local Time Zone (America/New_York (GMT-05:00) offset -18000),2019-11-26 15:23:19.572,,70,130,mg/dL
844c55365c4ed5fee382e1056cff9cff3db40e96,2019-11-10 12:15:15.458,2019-11-10 12:19:08.162,Local Time Zone (Asia/Karachi (GMT+05:00) offset 18000),2019-11-10 12:18:56.198,,70,130,mg/dL
eec5f12e0d3c6a79ecf73cdc296061da8d62da4b,2019-11-09 16:24:25.120,2020-02-10 21:28:34.848,Local Time Zone (America/Puerto_Rico (AST) offset -14400),2019-11-09 16:35:12.480,,,,
d528f0f9b5c0c87caa49b86e0826b8c8e1db8de2,2019-11-11 20:22:55.881,2019-11-11 20:27:52.102,Local Time Zone (America/Ojinaga (GMT-07:00) offset -25200),2019-11-11 20:24:36.710,,70,130,mg/dL
d477c93b32dc8484bac5d8864dc604f36cb963ea,2019-10-13 01:46:44.469,2019-10-13 01:50:44.096,America/Los_Angeles (autoupdatingCurrent),2019-10-13 01:50:42.590,,70,130,
86b3543d47c58b28877086cfc14d948ba249c6f7,2019-10-09 10:52:16.976,2019-10-09 10:57:41.202,Local Time Zone (America/Phoenix (MST) offset -25200),2019-10-09 10:53:06.386,,70,130,
bb3fa5c7bdd4838dd0bfb37768a759d4a95a7728,2019-11-02 02:20:39.341,2019-11-02 02:24:15.572,Local Time Zone (America/Los_Angeles (PST) offset -28800),2019-11-02 02:23:39.586,,70,130,mg/dL
c09362b004b3e409f969873ec5d06aa78f27bfaa,2019-11-08 13:21:45.701,2019-11-08 13:23:31.950,Local Time Zone (America/La_Paz (GMT-04:00) offset -14400),2019-11-08 13:22:30.668,,,,
2a50c886e30b381e0c3bdbb773c7e8616d2b4909,2019-11-02 04:36:30.976,2019-11-02 04:36:40.711,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-02 04:39:11.067,,,,
ef1ecd7677a4b7187ee055b13cfdbc05c8386cf5,2019-11-04 05:45:45.067,2019-11-04 05:47:21.523,Local Time Zone (Asia/Calcutta (IST) offset 19800),2019-11-04 05:46:29.611,,70,130,mg/dL
207baf28e079061d0ab2a6fbc32c22f676f10812,2019-11-05 13:45:15.268,2019-11-07 16:25:44.319,America/Denver (autoupdatingCurrent),2019-11-05 13:45:27.812,,70,130,
8a1e9d4597c185cab0c2086ca535cbc5a7288ae3,2019-10-22 04:03:52.915,2019-10-22 04:06:02.523,America/Los_Angeles (autoupdatingCurrent),2019-10-22 04:06:01.144,,70,130,
8ff3f9f66336f19da0eb8f3316de666bf1a77775,2019-12-05 15:57:34.578,2019-12-09 20:29:54.387,Local Time Zone (America/La_Paz (GMT-04:00) offset -14400),2019-12-06 22:12:17.660,,70,130,mg/dL
61e520a53b228b28226176ab5628b7843b441ec9,2019-10-09 10:52:12.876,2019-10-09 10:54:36.955,Local Time Zone (Europe/London (BST) offset 3600 (Daylight)),2019-10-09 10:52:17.169,,70,130,
208a8eef4d7ef8959db001556f2979adf5dab7cc,2019-11-03 05:51:42.038,2019-11-03 09:28:53.749,Local Time Zone (Asia/Kolkata (GMT+05:30) offset 19800),2019-11-03 09:25:23.521,,,,
